Artist,Category,Streams,Revenue (USD),Country,Year,Most Popular Song,Subscription Type,Age Group,Danceability,Energy,Tempo,Valence
Olivia Rodrigo,Pop,59256,1861.23,South Africa,2023,"jealousy, jealousy",Free,25-34,,,,
Olivia Rodrigo,Pop,356354,21872.97,France,2021,favorite crime,Premium,25-34,,,,
Olivia Rodrigo,Pop,749511,35298.9,Canada,2020,hope ur ok,Premium,45+,,,,
Olivia Rodrigo,Pop,438558,25675.44,Netherlands,2019,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Premium,25-34,,,,
Olivia Rodrigo,Pop,574509,26001.39,UK,2024,"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""",Free,45+,,,,
Olivia Rodrigo,Pop,781160,29085.62,South Korea,2021,"YAC Alma Mater - From ""High School Musical: The Musical: The Series (Season 2)""/Nini Version",Free,25-34,,,,
Olivia Rodrigo,Pop,585854,31058.43,Japan,2022,"Granted - From ""High School Musical: The Musical: The Series (Season 2)""",Free,45+,,,,
Olivia Rodrigo,Pop,198962,7509.67,South Korea,2023,"The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Free,25-34,,,,
Olivia Rodrigo,Pop,571195,19010.33,Australia,2022,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Premium,25-34,,,,
Doja Cat,Pop,887252,32590.33,Germany,2024,ACKNOWLEDGE ME,Free,18-24,,,,
Doja Cat,Pop,958525,35562.33,South Africa,2022,DISRESPECTFUL,Free,35-44,,,,
Doja Cat,Pop,396964,26551.57,Canada,2019,URRRGE!!!!!!!!!! (feat. A$AP Rocky),Free,18-24,,,,
Doja Cat,Pop,90704,3435.55,Spain,2020,OKLOSER,Premium,35-44,,,,
Doja Cat,Pop,865464,44480.73,Italy,2020,MASC (feat. Teezo Touchdown),Free,35-44,,,,
Doja Cat,Pop,531725,29108.42,Netherlands,2022,PISS,Free,35-44,,,,
Doja Cat,Pop,335681,23104.03,Italy,2024,HEADHIGH,Free,18-24,,,,
Doja Cat,Pop,222701,11412.44,India,2021,Paint The Town Red,Free,45+,,,,
Doja Cat,Pop,107310,5427.05,Canada,2020,Demons,Premium,13-17,,,,
Doja Cat,Pop,962756,30739.77,Brazil,2022,Wet Vagina,Free,13-17,,,,
Doja Cat,Pop,955658,49351.46,Netherlands,2024,Fuck The Girls (FTG),Free,25-34,,,,
Doja Cat,Pop,242059,14785.83,Spain,2019,Ouchies,Free,35-44,,,,
Doja Cat,Pop,973744,56139.5,Italy,2021,97,Free,13-17,,,,
Doja Cat,Pop,110990,7079.8,Germany,2023,Gun,Premium,35-44,,,,
Doja Cat,Pop,998162,61533.36,Italy,2019,Go Off,Premium,13-17,,,,
Doja Cat,Pop,912439,60450.35,India,2023,Shutcho,Premium,25-34,,,,
Doja Cat,Pop,796001,31547.63,Italy,2019,Agora Hills,Free,35-44,,,,
Doja Cat,Pop,269867,9525.97,Brazil,2023,Can't Wait,Premium,35-44,,,,
Doja Cat,Pop,134334,8705.6,Spain,2022,Often,Free,25-34,,,,
Doja Cat,Pop,691292,36862.68,Japan,2024,Love Life,Premium,18-24,,,,
Doja Cat,Pop,828498,51329.81,South Africa,2021,Paint The Town Red,Free,18-24,,,,
Doja Cat,Pop,57156,2511.05,France,2020,Demons,Free,18-24,,,,
Doja Cat,Pop,685776,45094.02,Italy,2023,Wet Vagina,Free,18-24,,,,
Doja Cat,Pop,235222,13069.68,India,2021,Fuck The Girls (FTG),Free,18-24,,,,
Doja Cat,Pop,920153,49129.94,UK,2022,Ouchies,Premium,13-17,,,,
Doja Cat,Pop,840970,51162.71,Netherlands,2022,97,Premium,35-44,,,,
Doja Cat,Pop,568654,17611.49,Brazil,2020,Gun,Premium,45+,,,,
Doja Cat,Pop,359240,22470.07,Australia,2020,Go Off,Free,25-34,,,,
Doja Cat,Pop,910186,37347.37,Brazil,2024,Shutcho,Premium,18-24,,,,
Doja Cat,Pop,609573,23145.38,South Korea,2022,Agora Hills,Premium,25-34,,,,
Doja Cat,Pop,678158,41893.62,Japan,2023,Can't Wait,Premium,35-44,,,,
Doja Cat,Pop,598952,20937.52,Mexico,2020,Often,Premium,25-34,,,,
Doja Cat,Pop,213617,13858.16,India,2019,Love Life,Premium,45+,,,,
Doja Cat,Pop,907929,47031.05,South Korea,2023,Skull And Bones,Premium,18-24,,,,
Doja Cat,Pop,487268,33292.47,Brazil,2021,Attention,Free,25-34,,,,
Doja Cat,Pop,347700,20235.19,UK,2019,Balut,Premium,18-24,,,,
Doja Cat,Pop,505462,31766.31,Spain,2020,WYM Freestyle,Free,13-17,,,,
Doja Cat,Pop,577484,34223.29,Canada,2019,Woman,Premium,13-17,,,,
Doja Cat,Pop,423781,21162.86,India,2023,Naked,Free,13-17,,,,
Doja Cat,Pop,129311,7265.79,Japan,2024,Payday (feat. Young Thug),Free,45+,,,,
Doja Cat,Pop,864920,50461.38,UK,2023,Get Into It (Yuh),Free,13-17,,,,
Doja Cat,Pop,754601,52137.45,Australia,2020,Need to Know,Premium,25-34,,,,
Doja Cat,Pop,665287,34003.56,USA,2022,I Don't Do Drugs (feat. Ariana Grande),Free,25-34,,,,
Doja Cat,Pop,329821,19655.09,Brazil,2022,Love To Dream,Premium,35-44,,,,
Doja Cat,Pop,216820,8143.44,France,2019,You Right,Premium,13-17,,,,
Doja Cat,Pop,193913,7558.67,Germany,2024,Been Like This,Premium,35-44,,,,
Doja Cat,Pop,799000,29389.16,Japan,2021,Options (feat. JID),Free,45+,,,,
Doja Cat,Pop,511700,23011.84,Netherlands,2022,Ain't Shit,Premium,13-17,,,,
Doja Cat,Pop,685923,26435.64,Australia,2024,Imagine,Premium,35-44,,,,
Doja Cat,Pop,192024,12892.71,South Africa,2024,Alone,Premium,35-44,,,,
Doja Cat,Pop,415761,19380.29,France,2020,Kiss Me More (feat. SZA),Free,45+,,,,
Doja Cat,Pop,121554,4661.13,Brazil,2023,You Right - Extended,Free,25-34,,,,
Doja Cat,Pop,428264,18617.01,Spain,2024,Up And Down,Premium,35-44,,,,
Doja Cat,Pop,418503,14492.06,Canada,2022,Tonight (feat. Eve),Free,13-17,,,,
Doja Cat,Pop,530052,36818.61,Brazil,2023,Ride,Free,25-34,,,,
Doja Cat,Pop,59684,3116.13,Italy,2020,Why Why (feat. Gunna),Free,35-44,,,,
Doja Cat,Pop,270888,13749.83,France,2022,Woman,Premium,25-34,,,,
Doja Cat,Pop,428779,16850.51,India,2021,Naked,Free,13-17,,,,
Doja Cat,Pop,223760,7162.15,Japan,2022,Payday (feat. Young Thug),Premium,18-24,,,,
Doja Cat,Pop,335747,12385.18,UK,2019,Get Into It (Yuh),Free,35-44,,,,
Doja Cat,Pop,817168,27934.12,USA,2019,Need to Know,Premium,45+,,,,
Doja Cat,Pop,241279,10293.8,UK,2022,I Don't Do Drugs (feat. Ariana Grande),Premium,18-24,,,,
Doja Cat,Pop,375024,17938.57,Italy,2020,Love To Dream,Free,35-44,,,,
Doja Cat,Pop,447616,21575.04,South Korea,2021,You Right,Free,25-34,,,,
Doja Cat,Pop,189593,8128.4,USA,2023,Been Like This,Premium,45+,,,,
Doja Cat,Pop,118527,6900.7,Germany,2023,Options (feat. JID),Premium,18-24,,,,
Doja Cat,Pop,681557,46123.66,Germany,2019,Ain't Shit,Premium,13-17,,,,
Doja Cat,Pop,135004,4315.48,Mexico,2020,Imagine,Free,25-34,,,,
Doja Cat,Pop,516125,32882.14,Brazil,2024,Alone,Premium,18-24,,,,
Doja Cat,Pop,519707,24379.4,Japan,2022,Kiss Me More (feat. SZA),Free,35-44,,,,
Doja Cat,Pop,390292,22986.96,Japan,2023,Cyber Sex,Free,25-34,,,,
Doja Cat,Pop,873042,51967.0,India,2022,Won't Bite (feat. Smino),Free,18-24,,,,
Doja Cat,Pop,834233,55626.97,UK,2019,Rules,Premium,45+,,,,
Doja Cat,Pop,863682,44760.57,India,2020,Bottom Bitch,Premium,18-24,,,,
Doja Cat,Pop,293084,13132.21,India,2021,Say So,Premium,35-44,,,,
Doja Cat,Pop,287157,16127.58,Mexico,2024,Like That (feat. Gucci Mane),Premium,45+,,,,
Doja Cat,Pop,739611,35997.64,UK,2023,Talk Dirty,Premium,25-34,,,,
Doja Cat,Pop,946412,32889.95,South Korea,2019,Addiction,Premium,25-34,,,,
Doja Cat,Pop,989623,38552.29,UK,2020,Streets,Free,25-34,,,,
Doja Cat,Pop,348651,19272.0,South Korea,2020,Shine,Free,25-34,,,,
Doja Cat,Pop,869660,32991.61,South Africa,2024,Better Than Me,Free,45+,,,,
Doja Cat,Pop,429196,20459.36,Australia,2019,Juicy,Premium,13-17,,,,
Doja Cat,Pop,480059,25660.88,Germany,2020,Go To Town,Free,13-17,,,,
Doja Cat,Pop,997755,32032.52,Netherlands,2022,Cookie Jar,Free,18-24,,,,
Doja Cat,Pop,126042,6901.12,Netherlands,2021,Roll With Us,Free,25-34,,,,
Doja Cat,Pop,158969,8715.75,Italy,2024,Wine Pon You (feat. Konshens),Free,35-44,,,,
Doja Cat,Pop,237889,12548.37,Germany,2022,Fancy,Free,25-34,,,,
Doja Cat,Pop,773247,45125.9,Netherlands,2021,Wild Beach,Free,25-34,,,,
Doja Cat,Pop,167165,7694.62,Brazil,2020,Morning Light,Premium,13-17,,,,
Doja Cat,Pop,290997,12051.85,Canada,2022,Candy,Premium,45+,,,,
Doja Cat,Pop,50794,2291.98,Mexico,2020,Game,Premium,13-17,,,,
Doja Cat,Pop,910630,47338.74,South Korea,2022,Casual,Free,45+,,,,
Doja Cat,Pop,993811,60304.29,Spain,2021,Down Low,Free,25-34,,,,
Doja Cat,Pop,581573,27937.88,India,2020,Body Language,Premium,18-24,,,,
Doja Cat,Pop,346458,18327.67,Spain,2024,All Nighter,Free,25-34,,,,
Doja Cat,Pop,795765,29076.18,Spain,2022,Juicy,Premium,45+,,,,
Doja Cat,Pop,533989,31821.71,Italy,2023,Tia Tamera (feat. Rico Nasty),Free,25-34,,,,
Doja Cat,Pop,356861,18203.6,Germany,2024,MOOO!,Premium,13-17,,,,
Doja Cat,Pop,275276,18585.1,UK,2021,Go To Town,Premium,45+,,,,
Doja Cat,Pop,714318,21791.62,Italy,2023,Cookie Jar,Premium,35-44,,,,
Doja Cat,Pop,741042,44642.21,USA,2020,Roll With Us,Premium,35-44,,,,
Doja Cat,Pop,738907,49816.13,Germany,2023,Wine Pon You (feat. Konshens),Premium,45+,,,,
Doja Cat,Pop,719787,41370.79,UK,2023,Fancy,Free,18-24,,,,
Doja Cat,Pop,534488,33918.52,USA,2023,Wild Beach,Premium,18-24,,,,
Doja Cat,Pop,282467,17957.64,South Africa,2019,Morning Light,Premium,45+,,,,
Doja Cat,Pop,819178,50470.31,Mexico,2019,Candy,Premium,25-34,,,,
Doja Cat,Pop,739502,34002.24,France,2020,Game,Premium,13-17,,,,
Doja Cat,Pop,428748,13917.72,Canada,2022,Casual,Premium,18-24,,,,
Doja Cat,Pop,573284,27320.75,Australia,2021,Down Low,Free,35-44,,,,
Doja Cat,Pop,341074,12141.93,Mexico,2019,Body Language,Free,45+,,,,
Doja Cat,Pop,718767,46928.79,Italy,2022,All Nighter,Free,13-17,,,,
Doja Cat,Pop,812621,40323.51,Brazil,2019,Lose My Mind (feat. Doja Cat) [From F1® The Movie],Premium,45+,,,,
Doja Cat,Pop,459910,29004.53,France,2020,Just Us (feat. Doja Cat),Premium,18-24,,,,
Doja Cat,Pop,65556,3378.43,UK,2022,Born Again (feat. Doja Cat & RAYE),Premium,13-17,,,,
BTS,k-pop,569529,37171.89,Brazil,2023,Born Singer,Free,13-17,,,,
BTS,k-pop,319424,18233.79,UK,2024,No More Dream,Free,25-34,,,,
BTS,k-pop,564345,17875.35,Japan,2022,N.O,Premium,45+,,,,
BTS,k-pop,910659,52023.51,UK,2023,Boy In Luv,Premium,13-17,,,,
BTS,k-pop,798348,24405.12,UK,2024,Danger,Free,45+,,,,
BTS,k-pop,519747,20573.35,India,2024,I NEED U,Free,18-24,,,,
BTS,k-pop,853150,56511.93,Japan,2020,RUN,Premium,13-17,,,,
BTS,k-pop,512240,24753.63,Germany,2020,Burning Up (FIRE),Free,45+,,,,
BTS,k-pop,753027,31136.77,UK,2020,Blood Sweat & Tears,Premium,18-24,,,,
BTS,k-pop,570926,19740.97,France,2020,Spring Day,Premium,45+,,,,
BTS,k-pop,167775,9645.1,South Korea,2021,DNA,Premium,45+,,,,
BTS,k-pop,908203,32874.69,India,2021,FAKE LOVE,Free,13-17,,,,
BTS,k-pop,838742,50172.63,France,2024,IDOL,Premium,25-34,,,,
BTS,k-pop,267611,11956.78,Brazil,2021,Boy With Luv (Feat. Halsey),Free,45+,,,,
BTS,k-pop,457098,23691.51,Italy,2020,ON,Premium,25-34,,,,
BTS,k-pop,893026,31513.93,Canada,2024,Dynamite,Premium,35-44,,,,
BTS,k-pop,59786,2305.16,Spain,2022,Life Goes On,Premium,45+,,,,
BTS,k-pop,932511,43209.81,Canada,2020,Butter,Premium,18-24,,,,
BTS,k-pop,563865,31986.41,Italy,2024,Yet To Come,Free,45+,,,,
BTS,k-pop,578885,23179.72,Brazil,2022,Run BTS,Premium,35-44,,,,
BTS,k-pop,128808,6385.6,Canada,2021,Life Goes On,Free,45+,,,,
BTS,k-pop,848887,47697.02,USA,2023,Fly To My Room,Free,25-34,,,,
BTS,k-pop,798526,39152.15,India,2022,Blue & Grey,Premium,45+,,,,
BTS,k-pop,507829,32317.44,France,2021,Skit,Free,45+,,,,
BTS,k-pop,139245,7928.48,France,2021,Telepathy,Free,45+,,,,
BTS,k-pop,88981,4525.62,Netherlands,2024,Dis-ease,Free,25-34,,,,
BTS,k-pop,873919,28773.21,South Africa,2024,Stay,Premium,13-17,,,,
BTS,k-pop,883004,31010.33,India,2022,Dynamite,Free,35-44,,,,
BTS,k-pop,98356,6236.73,India,2019,INTRO : Calling,Free,45+,,,,
BTS,k-pop,956727,50239.76,Germany,2020,Stay Gold,Free,45+,,,,
BTS,k-pop,519580,26370.13,Brazil,2021,Boy With Luv - Japanese ver.,Premium,45+,,,,
BTS,k-pop,339633,18078.98,Brazil,2023,Make It Right - Japanese ver.,Free,35-44,,,,
BTS,k-pop,406579,24264.16,Mexico,2023,Dionysus - Japanese ver.,Premium,25-34,,,,
BTS,k-pop,385268,24735.37,Japan,2021,IDOL - Japanese ver.,Free,13-17,,,,
BTS,k-pop,716189,32479.58,Australia,2020,Airplane pt.2 - Japanese ver.,Free,18-24,,,,
BTS,k-pop,513003,24246.34,Italy,2019,FAKE LOVE - Japanese ver.,Premium,18-24,,,,
BTS,k-pop,359613,15446.22,USA,2019,Black Swan - Japanese ver.,Free,18-24,,,,
BTS,k-pop,530072,32966.46,France,2023,ON - Japanese ver.,Free,13-17,,,,
BTS,k-pop,119799,4675.11,Germany,2021,Lights,Premium,13-17,,,,
BTS,k-pop,187883,6582.09,India,2022,Your eyes tell,Premium,35-44,,,,
BTS,k-pop,423065,18167.32,South Africa,2023,OUTRO : The Journey,Free,13-17,,,,
BTS,k-pop,513189,27513.87,Canada,2024,Intro : Persona,Premium,13-17,,,,
BTS,k-pop,548572,30651.02,Italy,2020,Boy With Luv (Feat. Halsey),Free,25-34,,,,
BTS,k-pop,817101,41499.21,India,2024,Make It Right,Free,35-44,,,,
BTS,k-pop,110434,3872.16,Mexico,2019,Jamais Vu,Free,13-17,,,,
BTS,k-pop,602743,20000.04,Japan,2019,Dionysus,Free,18-24,,,,
BTS,k-pop,809460,44360.64,South Africa,2019,Interlude : Shadow,Free,45+,,,,
BTS,k-pop,545070,33672.7,India,2024,Black Swan,Premium,13-17,,,,
BTS,k-pop,354202,13175.44,Mexico,2019,Filter,Premium,25-34,,,,
BTS,k-pop,445517,18603.96,Canada,2022,My Time,Premium,35-44,,,,
BTS,k-pop,598925,32118.6,Brazil,2022,Louder than bombs,Premium,35-44,,,,
BTS,k-pop,947142,63613.5,Germany,2024,ON,Free,13-17,,,,
BTS,k-pop,994254,67047.14,Australia,2023,UGH!,Free,25-34,,,,
BTS,k-pop,287535,14466.61,Germany,2022,00:00 (Zero O’Clock),Free,45+,,,,
BTS,k-pop,382952,22293.03,UK,2024,Inner Child,Free,35-44,,,,
BTS,k-pop,486027,32019.07,Italy,2020,Friends,Premium,35-44,,,,
BTS,k-pop,634021,43446.28,Italy,2023,Moon,Premium,35-44,,,,
BTS,k-pop,116157,5256.78,India,2023,Respect,Free,25-34,,,,
BTS,k-pop,322759,16473.98,Netherlands,2023,We are Bulletproof : the Eternal,Premium,35-44,,,,
BTS,k-pop,795652,26218.95,USA,2023,Outro : Ego,Premium,45+,,,,
BTS,k-pop,809291,26855.36,Australia,2019,ON (Feat. Sia),Premium,13-17,,,,
BTS,k-pop,536954,24380.15,South Africa,2022,Intro : Persona,Premium,18-24,,,,
BTS,k-pop,807881,36082.13,Canada,2020,Boy With Luv (feat. Halsey),Free,13-17,,,,
BTS,k-pop,52822,3298.7,Australia,2021,Mikrokosmos,Premium,45+,,,,
BTS,k-pop,376223,19902.04,Canada,2020,Make It Right,Free,25-34,,,,
BTS,k-pop,682741,21865.42,Japan,2019,HOME,Premium,13-17,,,,
BTS,k-pop,421882,21098.4,France,2020,Jamais Vu,Premium,13-17,,,,
BTS,k-pop,712887,40911.35,Canada,2023,Dionysus,Free,45+,,,,
BTS,k-pop,887696,60928.58,South Korea,2023,Euphoria,Free,18-24,,,,
BTS,k-pop,636541,27516.96,Japan,2019,Trivia 起 : Just Dance,Premium,18-24,,,,
BTS,k-pop,898578,38050.8,Mexico,2022,Serendipity (Full Length Edition),Free,45+,,,,
BTS,k-pop,50757,3490.42,Germany,2021,DNA,Free,35-44,,,,
BTS,k-pop,62887,2855.46,Italy,2019,Dimple,Free,25-34,,,,
BTS,k-pop,936024,41196.15,Australia,2021,Trivia 承 : Love,Free,13-17,,,,
BTS,k-pop,147468,8873.14,Italy,2020,Her,Premium,25-34,,,,
BTS,k-pop,357611,22199.33,Italy,2021,Singularity,Premium,18-24,,,,
BTS,k-pop,247683,9391.96,South Korea,2023,FAKE LOVE,Premium,35-44,,,,
BTS,k-pop,727362,46965.05,Mexico,2021,The Truth Untold,Premium,45+,,,,
BTS,k-pop,239115,12788.11,France,2020,Trivia 轉 : Seesaw,Free,13-17,,,,
BTS,k-pop,425077,15448.42,South Africa,2022,Tear,Free,35-44,,,,
BTS,k-pop,621518,34406.07,Germany,2022,Epiphany,Premium,18-24,,,,
BTS,k-pop,847245,36582.09,Brazil,2024,I'm Fine,Premium,25-34,,,,
BTS,k-pop,731875,24443.76,Netherlands,2020,IDOL,Premium,18-24,,,,
BTS,k-pop,251229,12736.16,Germany,2022,Answer : Love Myself,Premium,35-44,,,,
BTS,k-pop,855180,34492.83,Japan,2022,Magic Shop,Premium,13-17,,,,
BTS,k-pop,50346,1762.25,Mexico,2019,Best Of Me,Premium,25-34,,,,
BTS,k-pop,218220,9626.11,Australia,2021,Airplane pt.2,Free,35-44,,,,
BTS,k-pop,653199,28996.71,Australia,2022,Go Go,Free,13-17,,,,
BTS,k-pop,614221,36240.35,India,2020,Intro: Singularity,Premium,35-44,,,,
BTS,k-pop,182955,8164.91,Brazil,2022,FAKE LOVE,Premium,45+,,,,
BTS,k-pop,195306,9097.22,Brazil,2019,The Truth Untold (feat. Steve Aoki),Premium,13-17,,,,
BTS,k-pop,819154,40557.09,Netherlands,2021,134340,Free,13-17,,,,
BTS,k-pop,987375,64920.67,South Korea,2020,Paradise,Premium,25-34,,,,
BTS,k-pop,562652,19694.93,Germany,2022,Love Maze,Premium,13-17,,,,
BTS,k-pop,99227,6251.25,France,2021,Magic Shop,Premium,25-34,,,,
BTS,k-pop,715328,33103.84,South Korea,2023,Airplane pt.2,Free,25-34,,,,
BTS,k-pop,286474,11907.69,Japan,2019,Anpanman,Free,25-34,,,,
BTS,k-pop,630238,21284.95,Japan,2019,So What,Premium,13-17,,,,
BTS,k-pop,921812,60604.04,South Korea,2020,Outro: Tear,Free,45+,,,,
BTS,k-pop,188220,12902.3,Italy,2023,INTRO : Ringwanderung,Premium,45+,,,,
BTS,k-pop,89610,3904.12,South Korea,2020,Best Of Me - Japanese ver.,Free,18-24,,,,
BTS,k-pop,599592,23787.61,Australia,2019,血、汗、涙 - Japanese ver.,Free,45+,,,,
BTS,k-pop,523197,35070.7,South Africa,2023,DNA - Japanese ver.,Premium,13-17,,,,
BTS,k-pop,585026,17686.35,Spain,2023,Not Today - Japanese ver.,Free,13-17,,,,
BTS,k-pop,600253,31803.18,Netherlands,2020,MIC Drop - Japanese ver.,Premium,25-34,,,,
BTS,k-pop,67299,3527.22,Mexico,2024,Don't Leave Me,Premium,13-17,,,,
BTS,k-pop,966194,61846.89,UK,2022,Go Go - Japanese ver.,Premium,18-24,,,,
BTS,k-pop,691322,41418.9,Germany,2019,Crystal Snow,Free,35-44,,,,
BTS,k-pop,504783,18313.93,Canada,2024,Spring Day - Japanese ver.,Premium,13-17,,,,
BTS,k-pop,69461,4597.72,Mexico,2020,Let Go,Free,25-34,,,,
BTS,k-pop,245101,16868.39,Brazil,2022,OUTRO : Crack,Premium,18-24,,,,
BTS,k-pop,380712,18299.89,South Korea,2020,Intro: Serendipity,Free,25-34,,,,
BTS,k-pop,953000,62408.84,Japan,2023,DNA,Free,45+,,,,
BTS,k-pop,928440,49101.9,Spain,2020,Best Of Me,Free,45+,,,,
BTS,k-pop,705432,37753.32,Spain,2021,dimple,Free,18-24,,,,
BTS,k-pop,207856,7411.99,France,2021,Pied Piper,Premium,13-17,,,,
BTS,k-pop,723818,48157.76,India,2021,Skit: Billboard Music Awards Speech,Premium,45+,,,,
BTS,k-pop,790590,29299.99,Japan,2021,MIC Drop,Premium,13-17,,,,
BTS,k-pop,468420,18012.7,Germany,2024,Go Go,Premium,25-34,,,,
BTS,k-pop,837045,25158.04,Netherlands,2023,Outro: Her,Premium,25-34,,,,
BTS,k-pop,76331,4131.27,France,2024,Intro: Boy Meets Evil,Free,25-34,,,,
BTS,k-pop,390450,25979.14,Germany,2019,Blood Sweat & Tears,Premium,45+,,,,
BTS,k-pop,756036,28666.27,Brazil,2019,Begin,Free,45+,,,,
BTS,k-pop,957851,41142.22,South Korea,2021,Lie,Free,13-17,,,,
BTS,k-pop,798175,30463.54,Australia,2019,Stigma,Premium,18-24,,,,
BTS,k-pop,486905,23501.06,Netherlands,2020,First Love,Free,45+,,,,
BTS,k-pop,643589,26270.22,Mexico,2019,Reflection,Premium,45+,,,,
BTS,k-pop,903948,29712.0,Japan,2021,MAMA,Free,18-24,,,,
BTS,k-pop,224995,12898.62,France,2021,Awake,Free,25-34,,,,
BTS,k-pop,568578,27130.98,Australia,2020,Lost,Premium,25-34,,,,
BTS,k-pop,873457,32809.02,Germany,2020,BTS Cypher 4,Premium,35-44,,,,
BTS,k-pop,719404,49739.74,France,2019,Am I Wrong,Premium,18-24,,,,
BTS,k-pop,214424,14347.34,South Africa,2022,21st Century Girl,Premium,25-34,,,,
BTS,k-pop,709105,47584.43,Germany,2024,2! 3!,Premium,13-17,,,,
BTS,k-pop,621824,27181.86,Netherlands,2024,Spring Day,Free,35-44,,,,
BTS,k-pop,825444,46917.94,Mexico,2023,Not Today,Premium,13-17,,,,
BTS,k-pop,697750,21688.36,Brazil,2023,Outro: Wings,Free,18-24,,,,
BTS,k-pop,691328,24940.25,USA,2021,A Supplementary Story: You Never Walk Alone,Premium,25-34,,,,
BLACKPINK,k-pop,290271,16528.29,UK,2022,Pink Venom,Free,45+,,,,
BLACKPINK,k-pop,204397,7086.55,Australia,2020,Shut Down,Premium,35-44,,,,
BLACKPINK,k-pop,493061,30287.14,South Africa,2021,Typa Girl,Premium,45+,,,,
BLACKPINK,k-pop,134039,7122.84,Japan,2020,Yeah Yeah Yeah,Premium,13-17,,,,
BLACKPINK,k-pop,383068,19704.85,India,2022,Hard to Love,Premium,35-44,,,,
BLACKPINK,k-pop,369250,14387.82,South Korea,2024,The Happiest Girl,Premium,13-17,,,,
BLACKPINK,k-pop,210061,12031.84,France,2020,Tally,Premium,13-17,,,,
BLACKPINK,k-pop,515321,34060.07,South Africa,2021,Ready For Love,Premium,35-44,,,,
BLACKPINK,k-pop,853055,27882.25,Japan,2022,Kill This Love - Live,Free,25-34,,,,
BLACKPINK,k-pop,661776,23169.92,Canada,2022,Crazy Over You - Live,Premium,35-44,,,,
BLACKPINK,k-pop,774244,48625.29,Mexico,2022,How You Like That - Live,Premium,25-34,,,,
BLACKPINK,k-pop,355642,13339.38,Japan,2023,Don't Know What To Do - Live,Premium,35-44,,,,
BLACKPINK,k-pop,809880,50716.24,Netherlands,2022,PLAYING WITH FIRE - Live,Premium,25-34,,,,
BLACKPINK,k-pop,491567,21891.67,Mexico,2023,Lovesick Girls - Live,Premium,13-17,,,,
BLACKPINK,k-pop,514216,30563.45,France,2019,Love To Hate Me + You Never Know - Live,Free,18-24,,,,
BLACKPINK,k-pop,470207,21347.31,Canada,2019,SOLO - Live,Free,45+,,,,
BLACKPINK,k-pop,752768,47523.51,Spain,2022,Gone - Live,Premium,13-17,,,,
BLACKPINK,k-pop,111226,6305.39,Australia,2022,Pretty Savage - Live,Premium,45+,,,,
BLACKPINK,k-pop,353299,20487.63,USA,2021,DDU-DU DDU-DU - Live,Premium,25-34,,,,
BLACKPINK,k-pop,452562,24500.93,Netherlands,2020,WHISTLE - Live,Free,18-24,,,,
BLACKPINK,k-pop,769916,29617.56,Netherlands,2022,As If It's Your Last - Live,Premium,13-17,,,,
BLACKPINK,k-pop,181900,7012.81,South Africa,2021,BOOMBAYAH - Live,Premium,25-34,,,,
BLACKPINK,k-pop,384573,16781.47,France,2023,Forever Young - Live,Free,35-44,,,,
BLACKPINK,k-pop,368869,22193.46,Spain,2023,How You Like That,Premium,25-34,,,,
BLACKPINK,k-pop,764674,24029.21,Spain,2020,Ice Cream (with Selena Gomez),Free,25-34,,,,
BLACKPINK,k-pop,311878,17400.14,India,2021,Pretty Savage,Premium,35-44,,,,
BLACKPINK,k-pop,400783,26680.42,Germany,2019,Bet You Wanna (feat. Cardi B),Free,13-17,,,,
BLACKPINK,k-pop,777847,24180.26,India,2022,Lovesick Girls,Free,18-24,,,,
BLACKPINK,k-pop,540191,27223.95,UK,2022,Crazy Over You,Free,45+,,,,
BLACKPINK,k-pop,346298,22862.31,Australia,2019,Love To Hate Me,Premium,13-17,,,,
BLACKPINK,k-pop,502066,16562.77,Germany,2022,You Never Know,Premium,45+,,,,
BLACKPINK,k-pop,832645,53947.51,India,2023,DDU-DU DDU-DU - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Free,18-24,,,,
BLACKPINK,k-pop,673179,29282.88,USA,2019,FOREVER YOUNG - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Premium,13-17,,,,
BLACKPINK,k-pop,519494,21329.79,France,2020,STAY - Remix / JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Free,25-34,,,,
BLACKPINK,k-pop,389813,14328.63,France,2019,WHISTLE - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Premium,35-44,,,,
BLACKPINK,k-pop,215428,11658.26,Australia,2021,Kill This Love - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Premium,25-34,,,,
BLACKPINK,k-pop,128389,5873.53,Brazil,2022,Don’t Know What To Do - JP Ver./ BLACKPINK 2019-2020 WORLD TOUR IN YOUR AREA -TOKYO DOME-,Premium,25-34,,,,
